MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,TABNAME,TABKEY,FNAME,CHNGIND,VALUE_OLD,VALUE_NEW
M1,BELEG,M1V1102092P51,17653,VBAK,M1V1102092,LIFSK,U,ZA,nan
M1,BELEG,M1V1101204P51,17660,VBAK,M1V1101204,LIFSK,U,ZA,nan
M1,BELEG,M1V1102709P36,17672,VBAK,M1V1102709,LIFSK,U,ZA,nan
M1,BELEG,M1V1106264P80,17710,VBAK,M1V1106264,LIFSK,U,ZA,nan
M1,BELEG,M1V1106308P28,17731,VBAK,M1V1106308,LIFSK,U,ZA,nan
M1,BELEG,M1V334337P12,17746,VBAK,M1V334337,LIFSK,U,ZA,nan
M1,BELEG,M1V1107395P60,17769,VBAK,M1V1107395,LIFSK,U,ZA,nan
M1,BELEG,M1V1105233P70,17794,VBAK,M1V1105233,LIFSK,U,ZA,nan
M1,BELEG,M1V1105230P90,17801,VBAK,M1V1105230,LIFSK,U,ZA,nan
M1,BELEG,M1V334100P12,17815,VBAK,M1V334100,LIFSK,U,ZA,nan
M1,BELEG,M1V1104706P60,17829,VBAK,M1V1104706,LIFSK,U,ZA,nan
M1,BELEG,M1V1105726P28,17842,VBAK,M1V1105726,LIFSK,U,ZA,nan
M1,BELEG,M1V1106226P70,17871,VBAK,M1V1106226,LIFSK,U,ZA,nan
M1,BELEG,M1V1105654P70,17890,VBAK,M1V1105654,LIFSK,U,ZA,nan
M1,BELEG,M1V1105677P60,17901,VBAK,M1V1105677,LIFSK,U,ZA,nan
M1,BELEG,M1V1096595P180,17936,VBAK,M1V1096595,LIFSK,U,ZA,nan
M1,BELEG,M1V1096596P51,17943,VBAK,M1V1096596,LIFSK,U,ZA,nan
M1,BELEG,M1V332455P12,17975,VBAK,M1V332455,LIFSK,U,ZA,nan
M1,BELEG,M1V1095018P28,18033,VBAK,M1V1095018,LIFSK,U,ZA,nan
M1,BELEG,M1V1094992P28,18054,VBAK,M1V1094992,LIFSK,U,ZA,nan
M1,BELEG,M1V1095080P28,18070,VBAK,M1V1095080,LIFSK,U,ZA,nan
M1,BELEG,M1V1100596P12,18170,VBAK,M1V1100596,LIFSK,U,ZA,nan
M1,BELEG,M1V1099658P110,18188,VBAK,M1V1099658,LIFSK,U,ZA,nan
M1,BELEG,M1V7468P865,18195,VBAK,M1V7468,LIFSK,U,ZA,nan
M1,BELEG,M1V1100096P80,18202,VBAK,M1V1100096,LIFSK,U,ZA,nan
M1,BELEG,M1V1101170P44,18266,VBAK,M1V1101170,LIFSK,U,ZA,nan
M1,BELEG,M1V1100630P70,18273,VBAK,M1V1100630,LIFSK,U,ZA,nan
M1,BELEG,M1V1098099P60,18304,VBAK,M1V1098099,LIFSK,U,ZA,nan
M1,BELEG,M1V332587P18,18321,VBAK,M1V332587,LIFSK,U,ZA,nan
M1,BELEG,M1V332901P1427,18338,VBAK,M1V332901,LIFSK,U,ZA,nan
M1,BELEG,M1V1099569P130,18369,VBAK,M1V1099569,LIFSK,U,ZA,nan
M1,BELEG,M1V1099598P110,18387,VBAK,M1V1099598,LIFSK,U,ZA,nan
M1,BELEG,M1V1099124P60,18414,VBAK,M1V1099124,LIFSK,U,ZA,nan
M1,BELEG,M1V1099128P70,18434,VBAK,M1V1099128,LIFSK,U,ZA,nan
M1,BELEG,M1V1099104P140,18441,VBAK,M1V1099104,LIFSK,U,ZA,nan
M1,BELEG,M1V349553P44,18472,VBAK,M1V349553,LIFSK,U,ZA,nan
M1,BELEG,M1V348369P4685,18480,VBAK,M1V348369,LIFSK,U,ZA,nan
M1,BELEG,M1V348332P3,18502,VBAK,M1V348332,LIFSK,U,ZA,nan
M1,BELEG,M1V348369P3118,18509,VBAK,M1V348369,LIFSK,U,ZA,nan
M1,BELEG,M1V350680P51,18534,VBAK,M1V350680,LIFSK,U,ZA,nan
M1,BELEG,M1V350693P12,18541,VBAK,M1V350693,LIFSK,U,ZA,nan
M1,BELEG,M1V350704P28,18555,VBAK,M1V350704,LIFSK,U,ZA,nan
M1,BELEG,M1V350700P12,18570,VBAK,M1V350700,LIFSK,U,ZA,nan
M1,BELEG,M1V351685P28,18581,VBAK,M1V351685,LIFSK,U,ZA,nan
M1,BELEG,M1V351623P1427,18607,VBAK,M1V351623,LIFSK,U,ZA,nan
M1,BELEG,M1V350520P70,18615,VBAK,M1V350520,LIFSK,U,ZA,nan
M1,BELEG,M1V350542P12,18623,VBAK,M1V350542,LIFSK,U,ZA,nan
M1,BELEG,M1V346064P3,18719,VBAK,M1V346064,LIFSK,U,ZA,nan
M1,BELEG,M1V346190P70,18770,VBAK,M1V346190,LIFSK,U,ZA,nan
M1,BELEG,M1V346110P18,18783,VBAK,M1V346110,LIFSK,U,ZA,nan
M1,BELEG,M1V344959P3,18806,VBAK,M1V344959,LIFSK,U,ZA,nan
M1,BELEG,M1V344909P28,18820,VBAK,M1V344909,LIFSK,U,ZA,nan
M1,BELEG,M1V344897P12,18828,VBAK,M1V344897,LIFSK,U,ZA,nan
M1,BELEG,M1V345090P12,18865,VBAK,M1V345090,LIFSK,U,ZA,nan
M1,BELEG,M1V344991P12,18894,VBAK,M1V344991,LIFSK,U,ZA,nan
M1,BELEG,M1V347338P18,18941,VBAK,M1V347338,LIFSK,U,ZA,nan
M1,BELEG,M1V348294P36,18951,VBAK,M1V348294,LIFSK,U,ZA,nan
M1,BELEG,M1V348289P3,18958,VBAK,M1V348289,LIFSK,U,ZA,nan
M1,BELEG,M1V348303P18,18966,VBAK,M1V348303,LIFSK,U,ZA,nan
M1,BELEG,M1V348303P70,18973,VBAK,M1V348303,LIFSK,U,ZA,nan
M1,BELEG,M1V346303P3,18980,VBAK,M1V346303,LIFSK,U,ZA,nan
M1,BELEG,M1V347260P90,18993,VBAK,M1V347260,LIFSK,U,ZA,nan
M1,BELEG,M1V347285P28,19001,VBAK,M1V347285,LIFSK,U,ZA,nan
M1,BELEG,M1V347235P12,19009,VBAK,M1V347235,LIFSK,U,ZA,nan
M1,BELEG,M1V356027P90,19017,VBAK,M1V356027,LIFSK,U,ZA,nan
M1,BELEG,M1V356070P12,19030,VBAK,M1V356070,LIFSK,U,ZA,nan
M1,BELEG,M1V354975P60,19038,VBAK,M1V354975,LIFSK,U,ZA,nan
M1,BELEG,M1V354959P3,19045,VBAK,M1V354959,LIFSK,U,ZA,nan
M1,BELEG,M1V11606P1427,19053,VBAK,M1V11606,LIFSK,U,ZA,nan
M1,BELEG,M1V355012P18,19061,VBAK,M1V355012,LIFSK,U,ZA,nan
M1,BELEG,M1V355005P3,19078,VBAK,M1V355005,LIFSK,U,ZA,nan
M1,BELEG,M1V357905P12,19148,VBAK,M1V357905,LIFSK,U,ZA,nan
M1,BELEG,M1V357907P18,19163,VBAK,M1V357907,LIFSK,U,ZA,nan
M1,BELEG,M1V357885P3,19171,VBAK,M1V357885,LIFSK,U,ZA,nan
M1,BELEG,M1V358052P3,19187,VBAK,M1V358052,LIFSK,U,ZA,nan
M1,BELEG,M1V357973P3,19194,VBAK,M1V357973,LIFSK,U,ZA,nan
M1,BELEG,M1V358009P3,19209,VBAK,M1V358009,LIFSK,U,ZA,nan
M1,BELEG,M1V357993P3,19228,VBAK,M1V357993,LIFSK,U,ZA,nan
M1,BELEG,M1V356962P1427,19241,VBAK,M1V356962,LIFSK,U,ZA,nan
M1,BELEG,M1V356996P44,19248,VBAK,M1V356996,LIFSK,U,ZA,nan
M1,BELEG,M1V356923P120,19255,VBAK,M1V356923,LIFSK,U,ZA,nan
M1,BELEG,M1V356912P60,19263,VBAK,M1V356912,LIFSK,U,ZA,nan
M1,BELEG,M1V357086P300,19296,VBAK,M1V357086,LIFSK,U,ZA,nan
M1,BELEG,M1V352683P3,19330,VBAK,M1V352683,LIFSK,U,ZA,nan
M1,BELEG,M1V352670P5471,19349,VBAK,M1V352670,LIFSK,U,ZA,nan
M1,BELEG,M1V351735P44,19364,VBAK,M1V351735,LIFSK,U,ZA,nan
M1,BELEG,M1V351761P12,19371,VBAK,M1V351761,LIFSK,U,ZA,nan
M1,BELEG,M1V351708P3423,19378,VBAK,M1V351708,LIFSK,U,ZA,nan
M1,BELEG,M1V351714P12,19385,VBAK,M1V351714,LIFSK,U,ZA,nan
M1,BELEG,M1V351803P28,19417,VBAK,M1V351803,LIFSK,U,ZA,nan
M1,BELEG,M1V354765P865,19436,VBAK,M1V354765,LIFSK,U,ZA,nan
M1,BELEG,M1V354787P60,19443,VBAK,M1V354787,LIFSK,U,ZA,nan
M1,BELEG,M1V353932P70,19470,VBAK,M1V353932,LIFSK,U,ZA,nan
M1,BELEG,M1V354758P80,19477,VBAK,M1V354758,LIFSK,U,ZA,nan
M1,BELEG,M1V353958P44,19485,VBAK,M1V353958,LIFSK,U,ZA,nan
M1,BELEG,M1V354876P12,19517,VBAK,M1V354876,LIFSK,U,ZA,nan
M1,BELEG,M1V354830P28,19537,VBAK,M1V354830,LIFSK,U,ZA,nan
M1,BELEG,M1V353815P12,19544,VBAK,M1V353815,LIFSK,U,ZA,nan
M1,BELEG,M1V353787P70,19552,VBAK,M1V353787,LIFSK,U,ZA,nan
M1,BELEG,M1V353743P100,19587,VBAK,M1V353743,LIFSK,U,ZA,nan
M1,BELEG,M1V353829P36,19605,VBAK,M1V353829,LIFSK,U,ZA,nan
M1,BELEG,M1V335100P36,19618,VBAK,M1V335100,LIFSK,U,ZA,nan
M1,BELEG,M1V335961P180,19645,VBAK,M1V335961,LIFSK,U,ZA,nan
M1,BELEG,M1V335961P80,19652,VBAK,M1V335961,LIFSK,U,ZA,nan
M1,BELEG,M1V335961P230,19659,VBAK,M1V335961,LIFSK,U,ZA,nan
M1,BELEG,M1V335133P3,19673,VBAK,M1V335133,LIFSK,U,ZA,nan
M1,BELEG,M1V337085P3,19687,VBAK,M1V337085,LIFSK,U,ZA,nan
M1,BELEG,M1V337055P12,19720,VBAK,M1V337055,LIFSK,U,ZA,nan
M1,BELEG,M1V337078P865,19734,VBAK,M1V337078,LIFSK,U,ZA,nan
M1,BELEG,M1V337213P3,19747,VBAK,M1V337213,LIFSK,U,ZA,nan
M1,BELEG,M1V337188P3,19754,VBAK,M1V337188,LIFSK,U,ZA,nan
M1,BELEG,M1V337142P51,19803,VBAK,M1V337142,LIFSK,U,ZA,nan
M1,BELEG,M1V336122P3,19852,VBAK,M1V336122,LIFSK,U,ZA,nan
M1,BELEG,M1V1108461P36,19887,VBAK,M1V1108461,LIFSK,U,ZA,nan
M1,BELEG,M1V1107853P60,19908,VBAK,M1V1107853,LIFSK,U,ZA,nan
M1,BELEG,M1V1108351P90,19931,VBAK,M1V1108351,LIFSK,U,ZA,nan
M1,BELEG,M1V342646P12,20001,VBAK,M1V342646,LIFSK,U,ZA,nan
M1,BELEG,M1V916P3,20019,VBAK,M1V916,LIFSK,U,ZA,nan
M1,BELEG,M1V342763P70,20059,VBAK,M1V342763,LIFSK,U,ZA,nan
M1,BELEG,M1V342767P230,20067,VBAK,M1V342767,LIFSK,U,ZA,nan
M1,BELEG,M1V342755P1427,20080,VBAK,M1V342755,LIFSK,U,ZA,nan
M1,BELEG,M1V341523P120,20100,VBAK,M1V341523,LIFSK,U,ZA,nan
M1,BELEG,M1V894P3,20108,VBAK,M1V894,LIFSK,U,ZA,nan
M1,BELEG,M1V341530P12,20115,VBAK,M1V341530,LIFSK,U,ZA,nan
M1,BELEG,M1V341620P36,20153,VBAK,M1V341620,LIFSK,U,ZA,nan
M1,BELEG,M1V341608P28,20160,VBAK,M1V341608,LIFSK,U,ZA,nan
M1,BELEG,M1V341555P12,20173,VBAK,M1V341555,LIFSK,U,ZA,nan
M1,BELEG,M1V341557P18,20181,VBAK,M1V341557,LIFSK,U,ZA,nan
M1,BELEG,M1V341589P28,20189,VBAK,M1V341589,LIFSK,U,ZA,nan
M1,BELEG,M1V343769P4896,20230,VBAK,M1V343769,LIFSK,U,ZA,nan
M1,BELEG,M1V343771P2141,20237,VBAK,M1V343771,LIFSK,U,ZA,nan
M1,BELEG,M1V342866P18,20288,VBAK,M1V342866,LIFSK,U,ZA,nan
M1,BELEG,M1V342796P12,20295,VBAK,M1V342796,LIFSK,U,ZA,nan
M1,BELEG,M1V343728P36,20335,VBAK,M1V343728,LIFSK,U,ZA,nan
M1,BELEG,M1V343719P3,20342,VBAK,M1V343719,LIFSK,U,ZA,nan
M1,BELEG,M1V342876P12,20358,VBAK,M1V342876,LIFSK,U,ZA,nan
M1,BELEG,M1V339296P90,20386,VBAK,M1V339296,LIFSK,U,ZA,nan
M1,BELEG,M1V339267P44,20425,VBAK,M1V339267,LIFSK,U,ZA,nan
M1,BELEG,M1V339257P51,20433,VBAK,M1V339257,LIFSK,U,ZA,nan
M1,BELEG,M1V338162P2820,20441,VBAK,M1V338162,LIFSK,U,ZA,nan
M1,BELEG,M1V338197P12,20459,VBAK,M1V338197,LIFSK,U,ZA,nan
M1,BELEG,M1V337288P36,20471,VBAK,M1V337288,LIFSK,U,ZA,nan
M1,BELEG,M1V338325P18,20491,VBAK,M1V338325,LIFSK,U,ZA,nan
M1,BELEG,M1V340424P3,20501,VBAK,M1V340424,LIFSK,U,ZA,nan
M1,BELEG,M1V340438P110,20549,VBAK,M1V340438,LIFSK,U,ZA,nan
M1,BELEG,M1V340586P51,20563,VBAK,M1V340586,LIFSK,U,ZA,nan
M1,BELEG,M1V339392P44,20612,VBAK,M1V339392,LIFSK,U,ZA,nan
M1,BELEG,M1V339438P36,20620,VBAK,M1V339438,LIFSK,U,ZA,nan
M1,BELEG,M1V340392P36,20679,VBAK,M1V340392,LIFSK,U,ZA,nan
M1,BELEG,M1V339452P70,20707,VBAK,M1V339452,LIFSK,U,ZA,nan
M1,BELEG,M1V509035P3118,20767,VBAK,M1V509035,LIFSK,U,ZA,nan
M1,BELEG,M1V510263P18,20774,VBAK,M1V510263,LIFSK,U,ZA,nan
M1,BELEG,M1V510188P1427,20794,VBAK,M1V510188,LIFSK,U,ZA,nan
M1,BELEG,M1V508831P12,20817,VBAK,M1V508831,LIFSK,U,ZA,nan
M1,BELEG,M1V508943P2820,20836,VBAK,M1V508943,LIFSK,U,ZA,nan
M1,BELEG,M1V508868P865,20846,VBAK,M1V508868,LIFSK,U,ZA,nan
M1,BELEG,M1V508879P2141,20853,VBAK,M1V508879,LIFSK,U,ZA,nan
M1,BELEG,M1V310890P1427,20877,VBAK,M1V310890,LIFSK,U,ZA,nan
M1,BELEG,M1V510391P2820,20896,VBAK,M1V510391,LIFSK,U,ZA,nan
M1,BELEG,M1V510404P2820,20904,VBAK,M1V510404,LIFSK,U,ZA,nan
M1,BELEG,M1V510316P3118,20911,VBAK,M1V510316,LIFSK,U,ZA,nan
M1,BELEG,M1V504680P865,20924,VBAK,M1V504680,LIFSK,U,ZA,nan
M1,BELEG,M1V504791P865,20941,VBAK,M1V504791,LIFSK,U,ZA,nan
M1,BELEG,M1V310379P60,20961,VBAK,M1V310379,LIFSK,U,ZA,nan
M1,BELEG,M1V310281P28,20981,VBAK,M1V310281,LIFSK,U,ZA,nan
M1,BELEG,M1V310281P18,20989,VBAK,M1V310281,LIFSK,U,ZA,nan
M1,BELEG,M1V503289P2820,21008,VBAK,M1V503289,LIFSK,U,ZA,nan
M1,BELEG,M1V503312P865,21015,VBAK,M1V503312,LIFSK,U,ZA,nan
M1,BELEG,M1V503308P3118,21023,VBAK,M1V503308,LIFSK,U,ZA,nan
M1,BELEG,M1V310358P28,21045,VBAK,M1V310358,LIFSK,U,ZA,nan
M1,BELEG,M1V310362P18,21059,VBAK,M1V310362,LIFSK,U,ZA,nan
M1,BELEG,M1V504544P3,21066,VBAK,M1V504544,LIFSK,U,ZA,nan
M1,BELEG,M1V507372P3995,21112,VBAK,M1V507372,LIFSK,U,ZA,nan
M1,BELEG,M1V507371P1427,21120,VBAK,M1V507371,LIFSK,U,ZA,nan
M1,BELEG,M1V507418P2141,21133,VBAK,M1V507418,LIFSK,U,ZA,nan
M1,BELEG,M1V507545P2141,21146,VBAK,M1V507545,LIFSK,U,ZA,nan
M1,BELEG,M1V506124P4745,21169,VBAK,M1V506124,LIFSK,U,ZA,nan
M1,BELEG,M1V506206P4685,21212,VBAK,M1V506206,LIFSK,U,ZA,nan
M1,BELEG,M1V311299P2141,21224,VBAK,M1V311299,LIFSK,U,ZA,nan
M1,BELEG,M1V515897P12,21247,VBAK,M1V515897,LIFSK,U,ZA,nan
M1,BELEG,M1V513986P1427,21268,VBAK,M1V513986,LIFSK,U,ZA,nan
M1,BELEG,M1V514101P12,21279,VBAK,M1V514101,LIFSK,U,ZA,nan
M1,BELEG,M1V516227P3,21304,VBAK,M1V516227,LIFSK,U,ZA,nan
M1,BELEG,M1V516186P3,21312,VBAK,M1V516186,LIFSK,U,ZA,nan
M1,BELEG,M1V311101P44,21319,VBAK,M1V311101,LIFSK,U,ZA,nan
M1,BELEG,M1V311101P36,21333,VBAK,M1V311101,LIFSK,U,ZA,nan
M1,BELEG,M1V490661P865,21347,VBAK,M1V490661,LIFSK,U,ZA,nan
M1,BELEG,M1V491937P1427,21355,VBAK,M1V491937,LIFSK,U,ZA,nan
M1,BELEG,M1V491972P3467,21363,VBAK,M1V491972,LIFSK,U,ZA,nan
M1,BELEG,M1V491966P2141,21379,VBAK,M1V491966,LIFSK,U,ZA,nan
M1,BELEG,M1V491974P2141,21395,VBAK,M1V491974,LIFSK,U,ZA,nan
M1,BELEG,M1V490442P865,21433,VBAK,M1V490442,LIFSK,U,ZA,nan
M1,BELEG,M1V490424P865,21449,VBAK,M1V490424,LIFSK,U,ZA,nan
M1,BELEG,M1V490426P1427,21456,VBAK,M1V490426,LIFSK,U,ZA,nan
M1,BELEG,M1V490587P1427,21470,VBAK,M1V490587,LIFSK,U,ZA,nan
M1,BELEG,M1V490547P1427,21477,VBAK,M1V490547,LIFSK,U,ZA,nan
M1,BELEG,M1V490577P3995,21499,VBAK,M1V490577,LIFSK,U,ZA,nan
M1,BELEG,M1V309537P28,21534,VBAK,M1V309537,LIFSK,U,ZA,nan
M1,BELEG,M1V493370P2141,21541,VBAK,M1V493370,LIFSK,U,ZA,nan
M1,BELEG,M1V493387P2141,21585,VBAK,M1V493387,LIFSK,U,ZA,nan
M1,BELEG,M1V494724P2141,21606,VBAK,M1V494724,LIFSK,U,ZA,nan
M1,BELEG,M1V493498P2141,21635,VBAK,M1V493498,LIFSK,U,ZA,nan
M1,BELEG,M1V492075P2141,21648,VBAK,M1V492075,LIFSK,U,ZA,nan
M1,BELEG,M1V492060P2221,21655,VBAK,M1V492060,LIFSK,U,ZA,nan
M1,BELEG,M1V486338P4798,21756,VBAK,M1V486338,LIFSK,U,ZA,nan
M1,BELEG,M1V486313P865,21771,VBAK,M1V486313,LIFSK,U,ZA,nan
M1,BELEG,M1V487650P12,21794,VBAK,M1V487650,LIFSK,U,ZA,nan
M1,BELEG,M1V487647P3118,21802,VBAK,M1V487647,LIFSK,U,ZA,nan
M1,BELEG,M1V309080P36,21819,VBAK,M1V309080,LIFSK,U,ZA,nan
M1,BELEG,M1V487583P865,21827,VBAK,M1V487583,LIFSK,U,ZA,nan
M1,BELEG,M1V486132P865,21834,VBAK,M1V486132,LIFSK,U,ZA,nan
M1,BELEG,M1V486055P865,21848,VBAK,M1V486055,LIFSK,U,ZA,nan
M1,BELEG,M1V486049P1427,21856,VBAK,M1V486049,LIFSK,U,ZA,nan
M1,BELEG,M1V484982P28,21863,VBAK,M1V484982,LIFSK,U,ZA,nan
M1,BELEG,M1V484987P865,21870,VBAK,M1V484987,LIFSK,U,ZA,nan
M1,BELEG,M1V486248P3423,21893,VBAK,M1V486248,LIFSK,U,ZA,nan
M1,BELEG,M1V486211P4005,21901,VBAK,M1V486211,LIFSK,U,ZA,nan
M1,BELEG,M1V489036P2820,21909,VBAK,M1V489036,LIFSK,U,ZA,nan
M1,BELEG,M1V489103P1427,21916,VBAK,M1V489103,LIFSK,U,ZA,nan
M1,BELEG,M1V490341P90,21935,VBAK,M1V490341,LIFSK,U,ZA,nan
M1,BELEG,M1V487776P3995,21950,VBAK,M1V487776,LIFSK,U,ZA,nan
M1,BELEG,M1V487719P2820,21958,VBAK,M1V487719,LIFSK,U,ZA,nan
M1,BELEG,M1V488932P1427,21975,VBAK,M1V488932,LIFSK,U,ZA,nan
M1,BELEG,M1V488933P1427,21995,VBAK,M1V488933,LIFSK,U,ZA,nan
M1,BELEG,M1V500533P1427,22038,VBAK,M1V500533,LIFSK,U,ZA,nan
M1,BELEG,M1V499109P1427,22046,VBAK,M1V499109,LIFSK,U,ZA,nan
M1,BELEG,M1V499138P1427,22078,VBAK,M1V499138,LIFSK,U,ZA,nan
M1,BELEG,M1V499029P865,22101,VBAK,M1V499029,LIFSK,U,ZA,nan
M1,BELEG,M1V500307P2820,22109,VBAK,M1V500307,LIFSK,U,ZA,nan
M1,BELEG,M1V499183P1427,22117,VBAK,M1V499183,LIFSK,U,ZA,nan
M1,BELEG,M1V503222P2820,22153,VBAK,M1V503222,LIFSK,U,ZA,nan
M1,BELEG,M1V503147P1427,22161,VBAK,M1V503147,LIFSK,U,ZA,nan
M1,BELEG,M1V503133P865,22169,VBAK,M1V503133,LIFSK,U,ZA,nan
M1,BELEG,M1V501779P1427,22190,VBAK,M1V501779,LIFSK,U,ZA,nan
M1,BELEG,M1V501709P865,22197,VBAK,M1V501709,LIFSK,U,ZA,nan
M1,BELEG,M1V501886P865,22242,VBAK,M1V501886,LIFSK,U,ZA,nan
M1,BELEG,M1V496133P1427,22262,VBAK,M1V496133,LIFSK,U,ZA,nan
M1,BELEG,M1V496115P3,22274,VBAK,M1V496115,LIFSK,U,ZA,nan
M1,BELEG,M1V496363P1427,22300,VBAK,M1V496363,LIFSK,U,ZA,nan
M1,BELEG,M1V496384P865,22320,VBAK,M1V496384,LIFSK,U,ZA,nan
M1,BELEG,M1V496298P4745,22338,VBAK,M1V496298,LIFSK,U,ZA,nan
M1,BELEG,M1V494836P1427,22358,VBAK,M1V494836,LIFSK,U,ZA,nan
M1,BELEG,M1V494916P1427,22407,VBAK,M1V494916,LIFSK,U,ZA,nan
M1,BELEG,M1V498929P3423,22442,VBAK,M1V498929,LIFSK,U,ZA,nan
M1,BELEG,M1V313190P12,22525,VBAK,M1V313190,LIFSK,U,ZA,nan
M1,BELEG,M1V533813P3,22538,VBAK,M1V533813,LIFSK,U,ZA,nan
M1,BELEG,M1V313282P12,22545,VBAK,M1V313282,LIFSK,U,ZA,nan
M1,BELEG,M1V314082P2141,22552,VBAK,M1V314082,LIFSK,U,ZA,nan
M1,BELEG,M1V314087P12,22559,VBAK,M1V314087,LIFSK,U,ZA,nan
M1,BELEG,M1V542639P3,22571,VBAK,M1V542639,LIFSK,U,ZA,nan
M1,BELEG,M1V313853P12,22603,VBAK,M1V313853,LIFSK,U,ZA,nan
M1,BELEG,M1V311955P3,22667,VBAK,M1V311955,LIFSK,U,ZA,nan
M1,BELEG,M1V523491P3,22695,VBAK,M1V523491,LIFSK,U,ZA,nan
M1,BELEG,M1V311829P90,22703,VBAK,M1V311829,LIFSK,U,ZA,nan
M1,BELEG,M1V522629P36,22711,VBAK,M1V522629,LIFSK,U,ZA,nan
M1,BELEG,M1V312835P12,22723,VBAK,M1V312835,LIFSK,U,ZA,nan
M1,BELEG,M1V531211P3,22731,VBAK,M1V531211,LIFSK,U,ZA,nan
M1,BELEG,M1V312523P60,22775,VBAK,M1V312523,LIFSK,U,ZA,nan
M1,BELEG,M1V438019P1427,22791,VBAK,M1V438019,LIFSK,U,ZA,nan
M1,BELEG,M1V305177P28,22798,VBAK,M1V305177,LIFSK,U,ZA,nan
M1,BELEG,M1V305170P12,22821,VBAK,M1V305170,LIFSK,U,ZA,nan
M1,BELEG,M1V437992P1427,22829,VBAK,M1V437992,LIFSK,U,ZA,nan
M1,BELEG,M1V436529P1427,22841,VBAK,M1V436529,LIFSK,U,ZA,nan
M1,BELEG,M1V436566P865,22856,VBAK,M1V436566,LIFSK,U,ZA,nan
M1,BELEG,M1V436463P3,22869,VBAK,M1V436463,LIFSK,U,ZA,nan
M1,BELEG,M1V436465P1427,22877,VBAK,M1V436465,LIFSK,U,ZA,nan
M1,BELEG,M1V436501P865,22884,VBAK,M1V436501,LIFSK,U,ZA,nan
M1,BELEG,M1V436716P3423,22892,VBAK,M1V436716,LIFSK,U,ZA,nan
M1,BELEG,M1V439516P886,22943,VBAK,M1V439516,LIFSK,U,ZA,nan
M1,BELEG,M1V439483P3118,22951,VBAK,M1V439483,LIFSK,U,ZA,nan
M1,BELEG,M1V439416P865,22966,VBAK,M1V439416,LIFSK,U,ZA,nan
M1,BELEG,M1V439466P865,22973,VBAK,M1V439466,LIFSK,U,ZA,nan
M1,BELEG,M1V439456P865,22988,VBAK,M1V439456,LIFSK,U,ZA,nan
M1,BELEG,M1V440713P865,22995,VBAK,M1V440713,LIFSK,U,ZA,nan
M1,BELEG,M1V439214P1427,23015,VBAK,M1V439214,LIFSK,U,ZA,nan
M1,BELEG,M1V439210P865,23022,VBAK,M1V439210,LIFSK,U,ZA,nan
M1,BELEG,M1V438119P865,23064,VBAK,M1V438119,LIFSK,U,ZA,nan
M1,BELEG,M1V439347P1427,23097,VBAK,M1V439347,LIFSK,U,ZA,nan
M1,BELEG,M1V433652P865,23115,VBAK,M1V433652,LIFSK,U,ZA,nan
M1,BELEG,M1V432560P3995,23126,VBAK,M1V432560,LIFSK,U,ZA,nan
M1,BELEG,M1V432556P51,23141,VBAK,M1V432556,LIFSK,U,ZA,nan
M1,BELEG,M1V432595P1427,23149,VBAK,M1V432595,LIFSK,U,ZA,nan
M1,BELEG,M1V433785P2840,23156,VBAK,M1V433785,LIFSK,U,ZA,nan
M1,BELEG,M1V433747P3995,23178,VBAK,M1V433747,LIFSK,U,ZA,nan
M1,BELEG,M1V433758P4745,23194,VBAK,M1V433758,LIFSK,U,ZA,nan
M1,BELEG,M1V432377P18,23202,VBAK,M1V432377,LIFSK,U,ZA,nan
M1,BELEG,M1V432312P1427,23247,VBAK,M1V432312,LIFSK,U,ZA,nan
M1,BELEG,M1V432489P4787,23261,VBAK,M1V432489,LIFSK,U,ZA,nan
M1,BELEG,M1V432489P2141,23269,VBAK,M1V432489,LIFSK,U,ZA,nan
M1,BELEG,M1V436402P1427,23317,VBAK,M1V436402,LIFSK,U,ZA,nan
M1,BELEG,M1V435321P865,23324,VBAK,M1V435321,LIFSK,U,ZA,nan
M1,BELEG,M1V435328P1427,23332,VBAK,M1V435328,LIFSK,U,ZA,nan
M1,BELEG,M1V435309P1427,23340,VBAK,M1V435309,LIFSK,U,ZA,nan
M1,BELEG,M1V433998P1427,23379,VBAK,M1V433998,LIFSK,U,ZA,nan
M1,BELEG,M1V433886P865,23435,VBAK,M1V433886,LIFSK,U,ZA,nan
M1,BELEG,M1V435142P4798,23458,VBAK,M1V435142,LIFSK,U,ZA,nan
M1,BELEG,M1V304974P12,23482,VBAK,M1V304974,LIFSK,U,ZA,nan
M1,BELEG,M1V446430P865,23526,VBAK,M1V446430,LIFSK,U,ZA,nan
M1,BELEG,M1V446614P36,23541,VBAK,M1V446614,LIFSK,U,ZA,nan
M1,BELEG,M1V446545P1427,23562,VBAK,M1V446545,LIFSK,U,ZA,nan
M1,BELEG,M1V305727P12,23583,VBAK,M1V305727,LIFSK,U,ZA,nan
M1,BELEG,M1V445137P865,23598,VBAK,M1V445137,LIFSK,U,ZA,nan
M1,BELEG,M1V305719P865,23612,VBAK,M1V305719,LIFSK,U,ZA,nan
M1,BELEG,M1V305718P12,23620,VBAK,M1V305718,LIFSK,U,ZA,nan
M1,BELEG,M1V446360P60,23628,VBAK,M1V446360,LIFSK,U,ZA,nan
M1,BELEG,M1V446329P1427,23635,VBAK,M1V446329,LIFSK,U,ZA,nan
